dblp_key	custom_key	venue	year	author_label	base_key	original_bib_key
journals/ipl/Amato93	IPL:Amato93	ipl	1993	Amato	IPL:Amato93	DBLP:journals/ipl/Amato93
journals/ipl/AmbainisY12	IPL:AmbYak12	ipl	2012	AmbYak	IPL:AmbYak12	DBLP:journals/ipl/AmbainisY12
journals/ipl/Ambainis00	IPL:Ambainis00	ipl	2000	Ambainis	IPL:Ambainis00	DBLP:journals/ipl/Ambainis00
journals/ipl/Ambainis01	IPL:Ambainis01	ipl	2001	Ambainis	IPL:Ambainis01	DBLP:journals/ipl/Ambainis01
journals/ipl/Ambainis99	IPL:Ambainis99	ipl	1999	Ambainis	IPL:Ambainis99	DBLP:journals/ipl/Ambainis99
journals/ipl/Ambos-Spies86	IPL:AmbosSpies86a	ipl	1986	AmbosSpies	IPL:AmbosSpies86	DBLP:journals/ipl/Ambos-Spies86
journals/ipl/Ambos-Spies86a	IPL:AmbosSpies86b	ipl	1986	AmbosSpies	IPL:AmbosSpies86	DBLP:journals/ipl/Ambos-Spies86a
journals/ipl/AmirBL99	IPL:AmiButLew99	ipl	1999	AmiButLew	IPL:AmiButLew99	DBLP:journals/ipl/AmirBL99
journals/ipl/AmirD97	IPL:AmiDar97	ipl	1997	AmiDar	IPL:AmiDar97	DBLP:journals/ipl/AmirD97
journals/ipl/AmirF92	IPL:AmiFar92	ipl	1992	AmiFar	IPL:AmiFar92	DBLP:journals/ipl/AmirF92
journals/ipl/AmirFM94	IPL:AmiFarMut94	ipl	1994	AmiFarMut	IPL:AmiFarMut94	DBLP:journals/ipl/AmirFM94
journals/ipl/AmirGS07	IPL:AmiGasSha07	ipl	2007	AmiGasSha	IPL:AmiGasSha07	DBLP:journals/ipl/AmirGS07
journals/ipl/AmirIR17	IPL:AmiIliRad17	ipl	2017	AmiIliRad	IPL:AmiIliRad17	DBLP:journals/ipl/AmirIR17
journals/ipl/AmirLU02	IPL:AmiLanUkk02	ipl	2002	AmiLanUkk	IPL:AmiLanUkk02	DBLP:journals/ipl/AmirLU02
journals/ipl/AmirLP02	IPL:AmiLewPor02	ipl	2002	AmiLewPor	IPL:AmiLewPor02	DBLP:journals/ipl/AmirLP02
journals/ipl/AmirN09	IPL:AmiNav09	ipl	2009	AmiNav	IPL:AmiNav09	DBLP:journals/ipl/AmirN09
journals/ipl/AmirPR13	IPL:AmiParRod13	ipl	2013	AmiParRod	IPL:AmiParRod13	DBLP:journals/ipl/AmirPR13
journals/ipl/AmirW98	IPL:AmiWoo98	ipl	1998	AmiWoo	IPL:AmiWoo98	DBLP:journals/ipl/AmirW98
journals/ipl/Amiri21	IPL:Amiri21	ipl	2021	Amiri	IPL:Amiri21	DBLP:journals/ipl/Amiri21
journals/ipl/Amoura97	IPL:Amoura97	ipl	1997	Amoura	IPL:Amoura97	DBLP:journals/ipl/Amoura97
journals/ipl/Amtoft08	IPL:Amtoft08	ipl	2008	Amtoft	IPL:Amtoft08	DBLP:journals/ipl/Amtoft08
journals/ipl/An22	IPL:An22	ipl	2022	An	IPL:An22	DBLP:journals/ipl/An22
journals/ipl/AnK22	IPL:AnKle22	ipl	2022	AnKle	IPL:AnKle22	DBLP:journals/ipl/AnK22
journals/ipl/AnX18	IPL:AnXio18	ipl	2018	AnXio	IPL:AnXio18	DBLP:journals/ipl/AnX18
journals/ipl/AnandC10	IPL:AnaCha10	ipl	2010	AnaCha	IPL:AnaCha10	DBLP:journals/ipl/AnandC10
journals/ipl/AnastasiadisCD18	IPL:AnaChaDra18	ipl	2018	AnaChaDra	IPL:AnaChaDra18	DBLP:journals/ipl/AnastasiadisCD18
journals/ipl/AnantharamanNR05	IPL:AnaNarRus05	ipl	2005	AnaNarRus	IPL:AnaNarRus05	DBLP:journals/ipl/AnantharamanNR05
journals/ipl/AnalytiP93	IPL:AnaPra93	ipl	1993	AnaPra	IPL:AnaPra93	DBLP:journals/ipl/AnalytiP93
journals/ipl/AncilottiB81	IPL:AncBoa81	ipl	1981	AncBoa	IPL:AncBoa81	DBLP:journals/ipl/AncilottiB81
journals/ipl/AnconaFG92	IPL:AncFasGia92	ipl	1992	AncFasGia	IPL:AncFasGia92	DBLP:journals/ipl/AnconaFG92
journals/ipl/AnceaumeFG07	IPL:AncFriGra07	ipl	2007	AncFriGra	IPL:AncFriGra07	DBLP:journals/ipl/AnceaumeFG07
journals/ipl/AnconaG81	IPL:AncGia81	ipl	1981	AncGia	IPL:AncGia81	DBLP:journals/ipl/AnconaG81
journals/ipl/AndrejicBT21	IPL:AndBosTat21	ipl	2021	AndBosTat	IPL:AndBosTat21	DBLP:journals/ipl/AndrejicBT21
journals/ipl/AnderssonC90	IPL:AndCar90	ipl	1990	AndCar	IPL:AndCar90	DBLP:journals/ipl/AnderssonC90
journals/ipl/AnderssonE98	IPL:AndEng98	ipl	1998	AndEng	IPL:AndEng98	DBLP:journals/ipl/AnderssonE98
journals/ipl/AndersonG88	IPL:AndGou88	ipl	1988	AndGou	IPL:AndGou88	DBLP:journals/ipl/AndersonG88
journals/ipl/AnderssenG75	IPL:AndGut75	ipl	1975	AndGut	IPL:AndGut75	DBLP:journals/ipl/AnderssenG75
journals/ipl/AndrenHM08	IPL:AndHelMar08	ipl	2008	AndHelMar	IPL:AndHelMar08	DBLP:journals/ipl/AndrenHM08
journals/ipl/AndresH11	IPL:AndHoc11	ipl	2011	AndHoc	IPL:AndHoc11	DBLP:journals/ipl/AndresH11
journals/ipl/AndreL18	IPL:AndLin18	ipl	2018	AndLin	IPL:AndLin18	DBLP:journals/ipl/AndreL18
journals/ipl/AndersonM87	IPL:AndMay87	ipl	1987	AndMay	IPL:AndMay87	DBLP:journals/ipl/AndersonM87
journals/ipl/AndersonM90	IPL:AndMil90	ipl	1990	AndMil	IPL:AndMil90	DBLP:journals/ipl/AndersonM90
journals/ipl/AndersonMR01	IPL:AndMoiRam01	ipl	2001	AndMoiRam	IPL:AndMoiRam01	DBLP:journals/ipl/AndersonMR01
journals/ipl/AnderssonN93	IPL:AndNil93	ipl	1993	AndNil	IPL:AndNil93	DBLP:journals/ipl/AnderssonN93
journals/ipl/AndrianariveloR22	IPL:AndRet22	ipl	2022	AndRet	IPL:AndRet22	DBLP:journals/ipl/AndrianariveloR22
journals/ipl/AndrewsZ14	IPL:AndZha14	ipl	2014	AndZha	IPL:AndZha14	DBLP:journals/ipl/AndrewsZ14
journals/ipl/Anderson78	IPL:Anderson78	ipl	1978	Anderson	IPL:Anderson78	DBLP:journals/ipl/Anderson78
journals/ipl/Anderson80	IPL:Anderson80	ipl	1980	Anderson	IPL:Anderson80	DBLP:journals/ipl/Anderson80
journals/ipl/Anderssen72	IPL:Anderssen72	ipl	1972	Anderssen	IPL:Anderssen72	DBLP:journals/ipl/Anderssen72
journals/ipl/Andersson09	IPL:Andersson09	ipl	2009	Andersson	IPL:Andersson09	DBLP:journals/ipl/Andersson09
journals/ipl/Andrew79	IPL:Andrew79	ipl	1979	Andrew	IPL:Andrew79	DBLP:journals/ipl/Andrew79
journals/ipl/AnejaCN03	IPL:AneChaNai03	ipl	2003	AneChaNai	IPL:AneChaNai03	DBLP:journals/ipl/AnejaCN03
journals/ipl/AngelBG05	IPL:AngBamGou05	ipl	2005	AngBamGou	IPL:AngBamGou05	DBLP:journals/ipl/AngelBG05
journals/ipl/AngeliniL18	IPL:AngLoz18	ipl	2018	AngLoz	IPL:AngLoz18	DBLP:journals/ipl/AngeliniL18
journals/ipl/AngT95	IPL:AngTan95	ipl	1995	AngTan	IPL:AngTan95	DBLP:journals/ipl/AngT95
journals/ipl/Angelini17	IPL:Angelini17	ipl	2017	Angelini	IPL:Angelini17	DBLP:journals/ipl/Angelini17
journals/ipl/Angluin79	IPL:Angluin79	ipl	1979	Angluin	IPL:Angluin79	DBLP:journals/ipl/Angluin79
journals/ipl/AnnotJG86	IPL:AnnJanGoo86	ipl	1986	AnnJanGoo	IPL:AnnJanGoo86	DBLP:journals/ipl/AnnotJG86
journals/ipl/Zhang10	IPL:Anon10	ipl	2010	Anon	IPL:Anon10	DBLP:journals/ipl/Zhang10
journals/ipl/Anstee87	IPL:Anstee87	ipl	1987	Anstee	IPL:Anstee87	DBLP:journals/ipl/Anstee87
journals/ipl/AntonellisMT09	IPL:AntMakTsi09	ipl	2009	AntMakTsi	IPL:AntMakTsi09	DBLP:journals/ipl/AntonellisMT09
journals/ipl/AntonyPS25	IPL:AntPalSan25	ipl	2025	AntPalSan	IPL:AntPalSan25	DBLP:journals/ipl/AntonyPS25
journals/ipl/ApostolicoBP11	IPL:ApoBarPiz11	ipl	2011	ApoBarPiz	IPL:ApoBarPiz11	DBLP:journals/ipl/ApostolicoBP11
journals/ipl/ApostolicoFI91	IPL:ApoFarIli91	ipl	1991	ApoFarIli	IPL:ApoFarIli91	DBLP:journals/ipl/ApostolicoFI91
journals/ipl/ApostolicoG84	IPL:ApoGia84	ipl	1984	ApoGia	IPL:ApoGia84	DBLP:journals/ipl/ApostolicoG84
journals/ipl/ApostolicoH87	IPL:ApoHam87	ipl	1987	ApoHam	IPL:ApoHam87	DBLP:journals/ipl/ApostolicoH87
journals/ipl/ApostolicoL02	IPL:ApoLon02	ipl	2002	ApoLon	IPL:ApoLon02	DBLP:journals/ipl/ApostolicoL02
journals/ipl/Apostolico86	IPL:Apostolico86	ipl	1986	Apostolico	IPL:Apostolico86	DBLP:journals/ipl/Apostolico86
journals/ipl/Apostolico87	IPL:Apostolico87	ipl	1987	Apostolico	IPL:Apostolico87	DBLP:journals/ipl/Apostolico87
journals/ipl/AppaMM05	IPL:AppMagMou05	ipl	2005	AppMagMou	IPL:AppMagMou05	DBLP:journals/ipl/AppaMM05
journals/ipl/Appel87	IPL:Appel87	ipl	1987	Appel	IPL:Appel87	DBLP:journals/ipl/Appel87
journals/ipl/AptBC87	IPL:AptBouCle87	ipl	1987	AptBouCle	IPL:AptBouCle87	DBLP:journals/ipl/AptBC87
journals/ipl/AptK86	IPL:AptKoz86	ipl	1986	AptKoz	IPL:AptKoz86	DBLP:journals/ipl/AptK86
journals/ipl/AranhaR96	IPL:AraRan96	ipl	1996	AraRan	IPL:AraRan96	DBLP:journals/ipl/AranhaR96
journals/ipl/ArakiS02	IPL:AraShi02a	ipl	2002	AraShi	IPL:AraShi02	DBLP:journals/ipl/ArakiS02
journals/ipl/ArakiS02a	IPL:AraShi02b	ipl	2002	AraShi	IPL:AraShi02	DBLP:journals/ipl/ArakiS02a
journals/ipl/Araki03	IPL:Araki03	ipl	2003	Araki	IPL:Araki03	DBLP:journals/ipl/Araki03
journals/ipl/Araki07	IPL:Araki07	ipl	2007	Araki	IPL:Araki07	DBLP:journals/ipl/Araki07
journals/ipl/Aravind10	IPL:Aravind10	ipl	2010	Aravind	IPL:Aravind10	DBLP:journals/ipl/Aravind10
journals/ipl/ArbibC02	IPL:ArbCap02	ipl	2002	ArbCap	IPL:ArbCap02	DBLP:journals/ipl/ArbibC02
journals/ipl/ArbellLM02	IPL:ArbLanMit02	ipl	2002	ArbLanMit	IPL:ArbLanMit02	DBLP:journals/ipl/ArbellLM02
journals/ipl/Arbib88	IPL:Arbib88	ipl	1988	Arbib	IPL:Arbib88	DBLP:journals/ipl/Arbib88
journals/ipl/ArfiLS09	IPL:ArfLemSel09	ipl	2009	ArfLemSel	IPL:ArfLemSel09	DBLP:journals/ipl/ArfiLS09
journals/ipl/ArgiroffoLT15	IPL:ArgLeoTor15	ipl	2015	ArgLeoTor	IPL:ArgLeoTor15	DBLP:journals/ipl/ArgiroffoLT15
journals/ipl/ArgiroffoLT18	IPL:ArgLeoTor18	ipl	2018	ArgLeoTor	IPL:ArgLeoTor18	DBLP:journals/ipl/ArgiroffoLT18
journals/ipl/ArikatiM99	IPL:AriMeh99	ipl	1999	AriMeh	IPL:AriMeh99	DBLP:journals/ipl/ArikatiM99
journals/ipl/ArikatiR90	IPL:AriRan90	ipl	1990	AriRan	IPL:AriRan90	DBLP:journals/ipl/ArikatiR90
journals/ipl/Arjomandi76	IPL:Arjomandi76	ipl	1976	Arjomandi	IPL:Arjomandi76	DBLP:journals/ipl/Arjomandi76
journals/ipl/ArkinHH93	IPL:ArkHalHas93	ipl	1993	ArkHalHas	IPL:ArkHalHas93	DBLP:journals/ipl/ArkinHH93
journals/ipl/ArkinHS01	IPL:ArkHasSvi01	ipl	2001	ArkHasSvi	IPL:ArkHasSvi01	DBLP:journals/ipl/ArkinHS01
journals/ipl/ArkinMP03	IPL:ArkMitPia03	ipl	2003	ArkMitPia	IPL:ArkMitPia03	DBLP:journals/ipl/ArkinMP03
journals/ipl/ArkinMS08	IPL:ArkMitSno08	ipl	2008	ArkMitSno	IPL:ArkMitSno08	DBLP:journals/ipl/ArkinMS08
journals/ipl/ArnoldC88	IPL:ArnCru88	ipl	1988	ArnCru	IPL:ArnCru88	DBLP:journals/ipl/ArnoldC88
journals/ipl/ArnoldKK97	IPL:ArnKanKro97	ipl	1997	ArnKanKro	IPL:ArnKanKro97	DBLP:journals/ipl/ArnoldKK97
journals/ipl/Arnborg74	IPL:Arnborg74	ipl	1974	Arnborg	IPL:Arnborg74	DBLP:journals/ipl/Arnborg74
journals/ipl/AronovDH14	IPL:AroDulHur14	ipl	2014	AroDulHur	IPL:AroDulHur14	DBLP:journals/ipl/AronovDH14
journals/ipl/AroraR79	IPL:AroRan79	ipl	1979	AroRan	IPL:AroRan79	DBLP:journals/ipl/AroraR79
journals/ipl/AroraR80	IPL:AroRan80a	ipl	1980	AroRan	IPL:AroRan80	DBLP:journals/ipl/AroraR80
journals/ipl/AroraR80a	IPL:AroRan80b	ipl	1980	AroRan	IPL:AroRan80	DBLP:journals/ipl/AroraR80a
journals/ipl/AroraRG86	IPL:AroRanGup86	ipl	1986	AroRanGup	IPL:AroRanGup86	DBLP:journals/ipl/AroraRG86
journals/ipl/AroraS81	IPL:AroSha81	ipl	1981	AroSha	IPL:AroSha81	DBLP:journals/ipl/AroraS81
journals/ipl/AroraS78	IPL:AroSub78a	ipl	1978	AroSub	IPL:AroSub78	DBLP:journals/ipl/AroraS78
journals/ipl/AroraS78a	IPL:AroSub78b	ipl	1978	AroSub	IPL:AroSub78	DBLP:journals/ipl/AroraS78a
journals/ipl/Aronov02	IPL:Aronov02	ipl	2002	Aronov	IPL:Aronov02	DBLP:journals/ipl/Aronov02
journals/ipl/Arslan08	IPL:Arslan08	ipl	2008	Arslan	IPL:Arslan08	DBLP:journals/ipl/Arslan08
journals/ipl/Arslan18	IPL:Arslan18	ipl	2018	Arslan	IPL:Arslan18	DBLP:journals/ipl/Arslan18
journals/ipl/Arslan19	IPL:Arslan19	ipl	2019	Arslan	IPL:Arslan19	DBLP:journals/ipl/Arslan19
journals/ipl/ArvindB87	IPL:ArvBis87	ipl	1987	ArvBis	IPL:ArvBis87	DBLP:journals/ipl/ArvindB87
journals/ipl/ArvindKM95	IPL:ArvKobMun95	ipl	1995	ArvKobMun	IPL:ArvKobMun95	DBLP:journals/ipl/ArvindKM95
journals/ipl/ArvindR99	IPL:ArvRan99	ipl	1999	ArvRan	IPL:ArvRan99	DBLP:journals/ipl/ArvindR99
journals/ipl/ArvindR92	IPL:ArvReg92	ipl	1992	ArvReg	IPL:ArvReg92	DBLP:journals/ipl/ArvindR92
journals/ipl/ArvindT99	IPL:ArvTor99	ipl	1999	ArvTor	IPL:ArvTor99	DBLP:journals/ipl/ArvindT99
journals/ipl/AryaR98	IPL:AryRam98	ipl	1998	AryRam	IPL:AryRam98	DBLP:journals/ipl/AryaR98
journals/ipl/Arya02	IPL:Arya02	ipl	2002	Arya	IPL:Arya02	DBLP:journals/ipl/Arya02
journals/ipl/AsanoAI87	IPL:AsaAsaIma87	ipl	1987	AsaAsaIma	IPL:AsaAsaIma87	DBLP:journals/ipl/AsanoAI87
journals/ipl/AsaiL75	IPL:AsaLee75	ipl	1975	AsaLee	IPL:AsaLee75	DBLP:journals/ipl/AsaiL75
journals/ipl/Asai83	IPL:Asai83	ipl	1983	Asai	IPL:Asai83	DBLP:journals/ipl/Asai83
journals/ipl/Asano07	IPL:Asano07	ipl	2007	Asano	IPL:Asano07	DBLP:journals/ipl/Asano07
journals/ipl/Asano08	IPL:Asano08	ipl	2008	Asano	IPL:Asano08	DBLP:journals/ipl/Asano08
journals/ipl/AshokG15	IPL:AshGov15	ipl	2015	AshGov	IPL:AshGov15	DBLP:journals/ipl/AshokG15
journals/ipl/AshirSA97	IPL:AshSteAhm97	ipl	1997	AshSteAhm	IPL:AshSteAhm97	DBLP:journals/ipl/AshirSA97
journals/ipl/AslamD96	IPL:AslDec96	ipl	1996	AslDec	IPL:AslDec96	DBLP:journals/ipl/AslamD96
journals/ipl/AspvallPT79	IPL:AspPlaTar79	ipl	1979	AspPlaTar	IPL:AspPlaTar79	DBLP:journals/ipl/AspvallPT79
journals/ipl/AspnesY12	IPL:AspYin12	ipl	2012	AspYin	IPL:AspYin12	DBLP:journals/ipl/AspnesY12
journals/ipl/Aspvall95	IPL:Aspvall95	ipl	1995	Aspvall	IPL:Aspvall95	DBLP:journals/ipl/Aspvall95
journals/ipl/AtallahB87	IPL:AtaBaj87	ipl	1987	AtaBaj	IPL:AtaBaj87	DBLP:journals/ipl/AtallahB87
journals/ipl/AtallahC89	IPL:AtaChe89	ipl	1989	AtaChe	IPL:AtaChe89	DBLP:journals/ipl/AtallahC89
journals/ipl/AtallahD11	IPL:AtaDuk11	ipl	2011	AtaDuk	IPL:AtaDuk11	DBLP:journals/ipl/AtallahD11
journals/ipl/AtallahFK88	IPL:AtaFreKos88	ipl	1988	AtaFreKos	IPL:AtaFreKos88	DBLP:journals/ipl/AtallahFK88
journals/ipl/AtallahFK08	IPL:AtaFreKun08	ipl	2008	AtaFreKun	IPL:AtaFreKun08	DBLP:journals/ipl/AtallahFK08
journals/ipl/AtallahGW13	IPL:AtaGriWu13	ipl	2013	AtaGriWu	IPL:AtaGriWu13	DBLP:journals/ipl/AtallahGW13
journals/ipl/AtallahK81	IPL:AtaKos81	ipl	1981	AtaKos	IPL:AtaKos81	DBLP:journals/ipl/AtallahK81
journals/ipl/Atallah83	IPL:Atallah83	ipl	1983	Atallah	IPL:Atallah83	DBLP:journals/ipl/Atallah83
journals/ipl/Atallah84	IPL:Atallah84	ipl	1984	Atallah	IPL:Atallah84	DBLP:journals/ipl/Atallah84
journals/ipl/AthithanR96	IPL:AthRoy96	ipl	1996	AthRoy	IPL:AthRoy96	DBLP:journals/ipl/AthithanR96
journals/ipl/AtikAE21	IPL:AtiAboEls21	ipl	2021	AtiAboEls	IPL:AtiAboEls21	DBLP:journals/ipl/AtikAE21
journals/ipl/AtkinsonC87	IPL:AtkCha87	ipl	1987	AtkCha	IPL:AtkCha87	DBLP:journals/ipl/AtkinsonC87
journals/ipl/AtkinsonS92	IPL:AtkSac92	ipl	1992	AtkSac	IPL:AtkSac92	DBLP:journals/ipl/AtkinsonS92
journals/ipl/AtkinsonS94	IPL:AtkSac94	ipl	1994	AtkSac	IPL:AtkSac94	DBLP:journals/ipl/AtkinsonS94
journals/ipl/AtkinsonS99	IPL:AtkSac99	ipl	1999	AtkSac	IPL:AtkSac99	DBLP:journals/ipl/AtkinsonS99
journals/ipl/AtkinsonS88	IPL:AtkSan88	ipl	1988	AtkSan	IPL:AtkSan88	DBLP:journals/ipl/AtkinsonS88
journals/ipl/AtkinsonS95	IPL:AtkSch95	ipl	1995	AtkSch	IPL:AtkSch95	DBLP:journals/ipl/AtkinsonS95
journals/ipl/AtkinsonW93	IPL:AtkWal93	ipl	1993	AtkWal	IPL:AtkWal93	DBLP:journals/ipl/AtkinsonW93
journals/ipl/Atkinson81	IPL:Atkinson81	ipl	1981	Atkinson	IPL:Atkinson81	DBLP:journals/ipl/Atkinson81
journals/ipl/Atkinson85	IPL:Atkinson85	ipl	1985	Atkinson	IPL:Atkinson85	DBLP:journals/ipl/Atkinson85
journals/ipl/AttiratanasunthronF08	IPL:AttFak08	ipl	2008	AttFak	IPL:AttFak08	DBLP:journals/ipl/AttiratanasunthronF08
journals/ipl/AttiyaF96	IPL:AttFri96	ipl	1996	AttFri	IPL:AttFri96	DBLP:journals/ipl/AttiyaF96
journals/ipl/Attie02	IPL:Attie02	ipl	2002	Attie	IPL:Attie02	DBLP:journals/ipl/Attie02
journals/ipl/Attie17	IPL:Attie17	ipl	2017	Attie	IPL:Attie17	DBLP:journals/ipl/Attie17
journals/ipl/AtzeniM84	IPL:AtzMor84	ipl	1984	AtzMor	IPL:AtzMor84	DBLP:journals/ipl/AtzeniM84
journals/ipl/AudsleyB98	IPL:AudBur98	ipl	1998	AudBur	IPL:AudBur98	DBLP:journals/ipl/AudsleyB98
journals/ipl/Audsley01	IPL:Audsley01	ipl	2001	Audsley	IPL:Audsley01	DBLP:journals/ipl/Audsley01
journals/ipl/Auffray88	IPL:Auffray88	ipl	1988	Auffray	IPL:Auffray88	DBLP:journals/ipl/Auffray88
journals/ipl/AumassonP11	IPL:AumPha11	ipl	2011	AumPha	IPL:AumPha11	DBLP:journals/ipl/AumassonP11
journals/ipl/AurenhammerDK06	IPL:AurDryKra06	ipl	2006	AurDryKra	IPL:AurDryKra06	DBLP:journals/ipl/AurenhammerDK06
journals/ipl/AurenhammerP14	IPL:AurPau14	ipl	2014	AurPau	IPL:AurPau14	DBLP:journals/ipl/AurenhammerP14
journals/ipl/AurenhammerS92	IPL:AurSto92	ipl	1992	AurSto	IPL:AurSto92	DBLP:journals/ipl/AurenhammerS92
journals/ipl/Aurenhammer86	IPL:Aurenhammer86	ipl	1986	Aurenhammer	IPL:Aurenhammer86	DBLP:journals/ipl/Aurenhammer86
journals/ipl/AusielloBL08	IPL:AusBonLau08	ipl	2008	AusBonLau	IPL:AusBonLau08	DBLP:journals/ipl/AusielloBL08
journals/ipl/AusielloP95	IPL:AusPro95	ipl	1995	AusPro	IPL:AusPro95	DBLP:journals/ipl/AusielloP95
journals/ipl/AutebertFG87	IPL:AutFlaGab87	ipl	1987	AutFlaGab	IPL:AutFlaGab87	DBLP:journals/ipl/AutebertFG87
journals/ipl/AuzinsK85	IPL:AuzKin85	ipl	1985	AuzKin	IPL:AuzKin85	DBLP:journals/ipl/AuzinsK85
journals/ipl/AvisD00	IPL:AviDev00	ipl	2000	AviDev	IPL:AviDev00	DBLP:journals/ipl/AvisD00
journals/ipl/AvitabileMP13	IPL:AviMatPar13	ipl	2013	AviMatPar	IPL:AviMatPar13	DBLP:journals/ipl/AvitabileMP13
journals/ipl/AvisRW89	IPL:AviRobWen89	ipl	1989	AviRobWen	IPL:AviRobWen89	DBLP:journals/ipl/AvisRW89
journals/ipl/AvidorR06	IPL:AviRos06	ipl	2006	AviRos	IPL:AviRos06	DBLP:journals/ipl/AvidorR06
journals/ipl/AvisT15	IPL:AviTiw15	ipl	2015	AviTiw	IPL:AviTiw15	DBLP:journals/ipl/AvisT15
journals/ipl/Avis80	IPL:Avis80	ipl	1980	Avis	IPL:Avis80	DBLP:journals/ipl/Avis80
journals/ipl/Avis84	IPL:Avis84	ipl	1984	Avis	IPL:Avis84	DBLP:journals/ipl/Avis84
journals/ipl/AvniK13	IPL:AvnKup13	ipl	2013	AvnKup	IPL:AvnKup13	DBLP:journals/ipl/AvniK13
journals/ipl/AvolioF20	IPL:AvoFud20	ipl	2020	AvoFud	IPL:AvoFud20	DBLP:journals/ipl/AvolioF20
journals/ipl/AvoineV07	IPL:AvoVau07	ipl	2007	AvoVau	IPL:AvoVau07	DBLP:journals/ipl/AvoineV07
journals/ipl/AwasthiBS12	IPL:AwaBluShe12	ipl	2012	AwaBluShe	IPL:AwaBluShe12	DBLP:journals/ipl/AwasthiBS12
journals/ipl/Awerbuch85	IPL:Awerbuch85	ipl	1985	Awerbuch	IPL:Awerbuch85	DBLP:journals/ipl/Awerbuch85
journals/ipl/Ayala-RinconAS07	IPL:AyaAbrSiq07	ipl	2007	AyaAbrSiq	IPL:AyaAbrSiq07	DBLP:journals/ipl/Ayala-RinconAS07
journals/ipl/AykanatO92	IPL:AykOzg92	ipl	1992	AykOzg	IPL:AykOzg92	DBLP:journals/ipl/AykanatO92
journals/ipl/AzarBF94	IPL:AzaBroFri94	ipl	1994	AzaBroFri	IPL:AzaBroFri94	DBLP:journals/ipl/AzarBF94
journals/ipl/AzarCL18	IPL:AzaChaLia18	ipl	2018	AzaChaLia	IPL:AzaChaLia18	DBLP:journals/ipl/AzarCL18
journals/ipl/AzarCG23	IPL:AzaCohGam23	ipl	2023	AzaCohGam	IPL:AzaCohGam23	DBLP:journals/ipl/AzarCG23
journals/ipl/BanerjeeBBBDMR17	IPL:BBBBDM17	ipl	2017	BBBBDM	IPL:BBBBDM17	DBLP:journals/ipl/BanerjeeBBBDMR17
journals/ipl/BinucciBBDGPPSZ12	IPL:BBBDGP12	ipl	2012	BBBDGP	IPL:BBBDGP12	DBLP:journals/ipl/BinucciBBDGPPSZ12
journals/ipl/BanikBBM22	IPL:BBBM22	ipl	2022	BBBM	IPL:BBBM22	DBLP:journals/ipl/BanikBBM22
journals/ipl/BiancoBDD93	IPL:BBDD93	ipl	1993	BBDD	IPL:BBDD93	DBLP:journals/ipl/BiancoBDD93
journals/ipl/BlinBDS12	IPL:BBDS12	ipl	2012	BBDS	IPL:BBDS12	DBLP:journals/ipl/BlinBDS12
journals/ipl/BlazewiczBGT96	IPL:BBGT96	ipl	1996	BBGT	IPL:BBGT96	DBLP:journals/ipl/BlazewiczBGT96
journals/ipl/BasteBKS17	IPL:BBKS17	ipl	2017	BBKS	IPL:BBKS17	DBLP:journals/ipl/BasteBKS17
journals/ipl/BaldoniBMR08	IPL:BBMR08	ipl	2008	BBMR	IPL:BBMR08	DBLP:journals/ipl/BaldoniBMR08
journals/ipl/BiletskiyBRBA18	IPL:BBRBA18	ipl	2018	BBRBA	IPL:BBRBA18	DBLP:journals/ipl/BiletskiyBRBA18
journals/ipl/BalbuenaCDGM05	IPL:BCDGM05	ipl	2005	BCDGM	IPL:BCDGM05	DBLP:journals/ipl/BalbuenaCDGM05
journals/ipl/BruggenCDH17	IPL:BCDH17	ipl	2017	BCDH	IPL:BCDH17	DBLP:journals/ipl/BruggenCDH17
journals/ipl/BreslauerCDH97	IPL:BCDH97	ipl	1997	BCDH	IPL:BCDH97	DBLP:journals/ipl/BreslauerCDH97
journals/ipl/BranquartCDL72	IPL:BCDL72	ipl	1972	BCDL	IPL:BCDL72	DBLP:journals/ipl/BranquartCDL72
journals/ipl/BilardiCDM94	IPL:BCDM94	ipl	1994	BCDM	IPL:BCDM94	DBLP:journals/ipl/BilardiCDM94
journals/ipl/BlazevicCEM24	IPL:BCEM24	ipl	2024	BCEM	IPL:BCEM24	DBLP:journals/ipl/BlazevicCEM24
journals/ipl/BevernCHKTW15	IPL:BCHKTW15	ipl	2015	BCHKTW	IPL:BCHKTW15	DBLP:journals/ipl/BevernCHKTW15
journals/ipl/BlazejCKKSV23	IPL:BCKKSV23	ipl	2023	BCKKSV	IPL:BCKKSV23	DBLP:journals/ipl/BlazejCKKSV23
journals/ipl/BliznetsCKM15	IPL:BCKM15	ipl	2015	BCKM	IPL:BCKM15	DBLP:journals/ipl/BliznetsCKM15
journals/ipl/BercziCKP23	IPL:BCKP23	ipl	2023	BCKP	IPL:BCKP23	DBLP:journals/ipl/BercziCKP23
journals/ipl/BarilCKV21	IPL:BCKV21	ipl	2021	BCKV	IPL:BCKV21	DBLP:journals/ipl/BarilCKV21
journals/ipl/BrogiCLM92	IPL:BCLM92	ipl	1992	BCLM	IPL:BCLM92	DBLP:journals/ipl/BrogiCLM92
journals/ipl/BarenghiCMP13	IPL:BCMP13	ipl	2013	BCMP	IPL:BCMP13	DBLP:journals/ipl/BarenghiCMP13
